 2)マスクなしで ゴホっと咳をした場合 3フィートは一発で超える 	0	0	0	0	0	0	0	0	0
 2020年度ユニオンオーナーズクラブ募集馬のムードンの2019(父ザファクター)です ちょっと鼻水がついてますがホントは美人さんです 	0	0	0	0	0	0	0	0	0
 23時から3時の間は肝臓と胆のうの重要な睡眠時間 この時間に横にならないと 血液がドロドロになったり 肺にもうつ熱が溜まりやすくなる 咳や後鼻漏が治らないことも関係‥漢方の早寝の勧め 月経不順 月経量にも睡眠が関係します - 子宝漢方と痛み 土屋 	0	0	0	0	0	0	0	0	0
 4月27日(月)その2看護師さんから再度電話 医師に確認したところ 酸素濃度低めで咳が続いているが 熱は下がっているので予定通り退所となります との回答 2週間も熱が続いている人がいれば さすがに入院になると思うので ほぼ全員入所から15日 	0	0	0	0	0	0	0	0	0
 4週間目に入ってようやく熱がほぼ平熱に落ち着いて咳も止まったけど それでも身体は異様にだるくて吐き気と下痢は続き タンパク質が猛烈に要る感じだった あと金属舐めてるような不味い感じも結構最後まで残った 筋肉がすごく落ちたので食事はしっかりと 	0	0	0	0	0	0	0	0	0
 6) 12フィートに到着 つまり マスクなしで咳をしたら 飛沫は4メートルくらいは飛んでいく もし咳した人が感染していたら 飛沫がウイルス護送船団の役割を果たす 	0	0	0	0	0	0	0	0	0
８0年代に中国にいたころ 中国人は辺り構わずよく痰を吐き捨てているのを見かけましたが あれも感染症流行の大きな原因になると思うが 今はどうなんだろ？北京の銀座 王府井の高級デパートの中でも見かけた 	0	0	0	0	0	0	0	0	0
 FGOの剽窃案件 そもそも半分ぐらいが剽窃ってどう読むねんってググってそうだし論点が冗談抜きの義務敗だし傍から見てるだけでも大変頭が痛いです 	0	0	0	0	0	0	0	0	0
 Karte39(風邪回)のあとの市川姉弟の妄想漫画です だいぶ前の内容ですが よければ暇つぶしに見てください 	0	0	0	0	0	0	0	0	0
 parasite原生寄生虫pr??t?z???nphlegm痰flemcricketコオロギkr??k?t	0	0	0	0	0	0	0	0	0
 あー 腰が痛い 座りっぱなしだから効く 長距離の運転手は毎日コレ(以上)に耐えてるのだから頭下がりますわ そういや 好きなユーチューバーに「くうしば」さんが居ますが やはり筋トレしてるのですよね 筋トレ100%さんも腰痛肩凝り無いって言っ 	0	0	0	0	0	0	0	0	0
 あぁそっちの意味か なんだろ 女子って特殊だよな イケメンの鼻水が好きって いやぁほんとそれな？同じ成分ですよ って感じだよな 確かにそうなんだけ 	0	0	0	0	0	0	0	0	0
 あーダメダメ ナップスや 道の駅で ハーレーなんか乗ってても全然ダメだ ナンシーシーおじさんと全身革おじさんしか見ない 	0	0	0	0	0	0	0	0	0
 あーでもそんな感じかも 白身ってさ生だと鼻水みたいじゃない？	0	0	0	0	0	0	0	0	0
 あかんて 風邪ひかないようにね 	0	0	0	0	0	0	0	0	0
 アスタリンインヘラー サルブタモールインヘラージェネリック気管支喘息 慢性気管支炎の発作が起こった時に吸入タイプの気管を広げて呼吸をしやすくするお薬です 続きはこちらから	0	0	0	0	0	0	0	0	0
 あつ森 あつまれどうふつの森 ちゃちゃまる 風邪を引く の巻可愛すぎてお薬あげるのちょっとだけお預けしてカメラを回しちゃった 	0	0	0	0	0	0	0	0	0
 あと 店の前で咳するのやめて欲しい いくら自分の子供達しか店に居ないからって店の入り口オープンにしてる中で咳するのマジでやめろ 今のご時世でマナーも守れない人のせいで被害を受けるのは御免願いたい マナー守れない人には そのせいで感染したら絶 	0	0	0	0	0	0	0	0	0
 あにえるちゃん体調大丈夫？ 私も最近意味もなく咳出るとまさか ？ って焦ったりするから あにえるちゃんもゆっくり体休めてお互いコロナを倒しちゃうぐらいの免疫つけて終息した暁には元気に会おうね 	0	0	0	0	0	0	0	0	0
 アベノマスク重要取扱説明書 「ウイルス遮断の効果はありませんが 咳エチケットとして着用する場合には煮沸消毒したうえでお使いください」と政府から市民に伝えるべきだ そうしないとアベノマスクが健康被害を引き起こしかねない 	0	0	0	0	0	0	0	0	0
 アメリカにおけるスペイン風邪の流行 1918年春 第一波1918年秋 第二波1919年冬 第三波第二波が最も深刻 当時の写真を見ると みんなマスクしている 	0	0	0	0	0	0	0	0	0
 あらーたまごっち 昔 早朝鼻水垂らしながら並んだイヤーな記憶蘇ってきたー 	0	0	0	0	0	0	0	0	0
 ありがとー 久し振りに袖から雨水が滴り落ちるほど濡れましたwいま風邪引くと判断困るからね 	0	0	0	0	0	0	0	0	0
 ありじょに 風邪症状はないから 熱中症的なのかも	0	0	0	0	0	0	0	0	0
 アンチがよるぜ うぇいーい 来週もアンチよらせるよーん みんな見ててね	0	0	0	0	0	0	0	0	0
 いいよ その代わりうちの鼻水おねがい	0	0	0	0	0	0	0	0	0
 いきなりス キ店内での客同士の感染予防対策はなし 席の間隔も変わらず咳してる客を人の隣に座らせるとかないわ マジで 	0	0	0	0	0	0	0	0	0
 イケイケな曲赤ちゃんが聴いてたら大人になったら凄い事になりそう もちろん もちろん まだまだ若いぜよ そうなら良きだけどさ‥ 自分はこれから時間があるから大丈夫だけど 普通の人はそろそろ寝ないと駄目かな 	0	0	0	0	0	0	0	0	0
 イノなき からの からの にこ健 の流れ 秀逸 お弁当エピから 支えてくれる人の有り難み にじ んとして お悩み相談で丸ごと包んでくれる深 い懐にキュン となり なのに動画で盛大に 	0	0	0	0	0	0	0	0	0
 いや それには誤解がある スウェーデンは昔からそう あの国は食べられなくなったら胃瘻つけずに死なせるし 痰が吐けなくなったら誤飲性肺炎で死なせる 元々高齢者はケアせず淘汰するような国ではあるし その流れで 	0	0	0	0	0	0	0	0	0
 いや 痰は見なくても いいかなーって 	0	0	0	0	0	0	0	0	0
 いや治るんじゃね？頭痛薬ないの？	0	0	0	0	0	0	0	0	0
 インダスは肉芽えぐくて塞いだけどトラガスは現役だぜ いぇい 	0	0	0	0	0	0	0	0	0
 うちの病院もとうとうグローブの使用制限が決まりました おむつ交換と痰の吸引以外は使用禁止 耐えられない 	0	0	0	0	0	0	0	0	0
 うわ罰として鼻水拭かせてください	0	0	0	0	0	0	0	0	0
 うんうん 過敏になるのわかる 咳との違い 微妙だねぇ	0	0	0	0	0	0	0	0	0
 え それはよかったわ コロナ検査確定率低い 多分普通の風邪ですね ご両親お大事に 	0	0	0	0	0	0	0	0	0
 え？そういうこと？ でも 頭痛気にせず楽しめて良かった 	0	0	0	0	0	0	0	0	0
 エクソソーム 	0	0	0	0	0	0	0	0	0
 えっちゃん 山に雪が残るうちはまだまだ風邪は寒いですが だいぶ春らしくなってきましたよ 桜の花って可愛いですよね 	0	0	0	0	0	0	0	0	0
 エルダーフラワー マシュマロウ タイム=1 1 11日3回 コップ1杯ずつ マシュマロウには粘膜保護の作用が有り 薬の吸収を阻害してしまう事があるので 薬を飲んでる時は薬の服用前後30分は間隔を空けて飲んで 	0	0	0	0	0	0	0	0	0
 エンジン温まっちゃいましたﾃﾍﾍ ﾛ(火曜日焼肉行こーぜ)	0	0	0	0	0	0	0	0	0
 おうちレストラン ありがとうございました??ロールキャベツを作ったよ クッキングプロ 本当に凄かった 火加減も時間もぜーんぶお任せで美味しく出来ちゃったからもう神様 	0	0	0	0	0	0	0	0	0
 おしりぺんぺんせかんど「でっばい配信一緒にできそうな人」で「1人でもやりたいからたまに」っていうのに当てはまりそうなおすすめの人は別のジャンルの人だけど「喘息さん」という踊り手さんが最近でっばいにハマってます めろ んさん繋がりとかで繋がれたら私がただ嬉しい 	0	0	0	0	0	0	0	0	0
 おはよ 昨日の｢ぐい｣で頭が痛い あとﾒｯｾｰｼﾞで昨日の配信聞いて活動終了の理由は本当に不仲なのか聞く人いるけど そんな訳ないやろ詐欺にあうぞﾏﾓ兄貴のｼﾞｮｰｸむしろ仲良すぎて引くて ﾗｲｳﾞ終わりにﾒﾝﾊﾞｰとよく打ち上げ 	0	0	0	0	0	0	0	0	0
 おはようございます 安定の悪夢でお目覚めです 夢の中で散々罵倒され耐えかねて切れて相手を殴りつけるところで目が覚めました 起きるときに起き上って枕を殴ってた 毎日毎日嫌になりますね 頭痛で一度目が覚めましたが 頭痛薬を飲んで二度寝したので頭 	0	0	0	0	0	0	0	0	0
 おはようございます 関東は雨 低気圧 むくみ 頭痛 体調不良の方今日は無理はせず冷たいもの甘いもの油っこいもの味の濃いものは明日のお楽しみに 香りのよいハーブティーなど楽しんでみては如何でしょう 調 	0	0	0	0	0	0	0	0	0
 おはようございます 令和２年５月４日(月)です みどりの日今日は日本人によって制定された祝日のようです 雨は上がっています 昨日も暑かったので薄着で寝てしまい少し風邪気味？です 罹ったのかな ？今日も生きます 	0	0	0	0	0	0	0	0	0
 おはよー 朝早起きしてツイートする習慣に慣れてきた みんなもおはよう言ってね 今回は「付き合って1年で慣れ過ぎた故に優しさを忘れた 鼻水が詰まってる彼氏編」です 笑 阿部周平 	0	0	0	0	0	0	0	0	0
 おやすみ 司令官 風邪をひかないように気をつけてね 	0	0	0	0	0	0	0	0	0
 オンライン環境が整わない家庭が一軒でもあるならオンライン学習は進めない っていう理屈なら 喘息やその他の病気が心配だったり家庭内に高齢者がいたりして学校を休まざるを得ない子が一人でもいたら 学校再開しないはず 	0	0	0	0	0	0	0	0	0
 お気に入りを引き込んで ひょっとして風邪で喘息起こしてるんじゃ ﾊｯ レド君気管支弱いんだから気をつけてョ？セクシーセキ君完成 なかなかに目論んでそうな笑みが似合うナ 	0	0	0	0	0	0	0	0	0
 お前の目が見えなくなっても日の出まで一緒にいよう 俺たちなら大丈夫 っていう歌詞素敵すぎて鼻水4リットルは出るしレオくんとレネハンくんの絆の強さに感動 	0	0	0	0	0	0	0	0	0
 お題 高熱に苦しむにっかり青江 からのお題 風邪を引いた青江さんの看病をしている歌仙さん 	0	0	0	0	0	0	0	0	0
 お疲れ様でした すごく楽しい時間を過ごせました 頭痛は大丈夫でしょうか？無理をせず ゆっくりと休んでくださいね ありがとうございました 	0	0	0	0	0	0	0	0	0
 カタツムリの 8倍の鼻水が噴出 鼻水が出たからティッシュを使うのにティッシュ使ったら鼻水が出るという永久機関 いや脱 	0	0	0	0	0	0	0	0	0
 ガッテン で喘息の吸入器の話してるな 薬の服用を勝手にやめて悪化する患者 あらゆる病気にいる 自宅療養の効果が如何に患者の意識に依存しているかが分かる 	0	0	0	0	0	0	0	0	0
 かなしいコロナにかかってたある学校の中学生が学校でいじめにあって転校しなきゃいけなくなったと聞いた親からうつったので 家族全員がその町に住めなくなり引越ししたとか そんな日本なの？マスクしてないからってバイ菌扱いして痰を吐かれたと 	0	0	0	0	0	0	0	0	0
 から自分自身と大切な人を守る方法はシンプルです 頻繁に手洗いをする 咳やくしゃみは手ではなく 肘の内側でおさえる 混雑した場所で過ごす時間を減らす 体調を崩している人との濃厚接触を避ける 頻繁に人が触る物やその表 	0	0	0	0	0	0	0	0	0
 が指摘されている で 職員が感染したか 実験資料を市場に売ったか そのどれれかではないかという判断がコロナウイルスを使ってのバイオ攻撃は普通の風邪と酷似しているので 生物攻撃と悟られないまま 敵の戦略を破壊するとこをねらった可能性が高いことをインテ 	0	0	0	0	0	0	0	0	0
 きんきんきんようび まじキンキン並に寒いわ14度って^^ 六月なのに14度って 昨日30度近くあったの風邪ひく未来が見えた みんなも体調管理には気をつけてね ？うむむ 金曜日だし おはリプといいねいっぱ 	0	0	0	0	0	0	0	0	0
 ゲホゲホ咳してる子供にマスクもさせず自分達もマスクしないでゲラゲラ笑いながら買い物してる家族がいた	0	0	0	0	0	0	0	0	0
 こういうの来ると嬉すぃな ありがとう といってもな てめぇに新規絵は無いのか？ってくらい1 2枚目はあげたな 	0	0	0	0	0	0	0	0	0
 ここ数年風邪ひいてませんね一時期咳止まらなかった時あったけど 	0	0	0	0	0	0	0	0	0
 この何十倍もいると思います 私も母も37 5の熱は1度も出していません 咳もなし 母の味覚嗅覚の障害とのみ 私は子供の入院の緊張状態で息苦しさを肺炎とは考えてなかったし なんなら初回の検査対象にならない予定でしたから 症状がない人は検査もして貰 	0	0	0	0	0	0	0	0	0
 この議事録からわからないなら 行政が決めた理由もわからない 権限的には専門会員には政策決定権は無い 議事録概要では4日以上続く異常な風邪症候群と 呼吸困難及び発熱は分けて考えられているのがわかる でも厚労省 	0	0	0	0	0	0	0	0	0
 この時期は咳やクシャミをするとものすごい形相で睨まれるね そんなこともあってマスクのゴムに引っかける 喘息です というマーカーが結構売れてるんだとか鼻づまりになると聴力が落ちるという 	0	0	0	0	0	0	0	0	0
 これ ここまで地域差があると本気で研究したほうがいい気がします BCG日本株 アジアに偏在する風邪への免疫蓄積 花粉症に対する鼻や気管の局所免疫 素人が考えつくのはこんなもんですが 専門家がチームを組めば解明できるんじゃないですかね それが結果 	0	0	0	0	0	0	0	0	0
 これ今考えたらコロナだったんだろうな と現場では話してる だとしたら もちろんサージカルマスクぐらいしかつけてないスタンダードプリコーションしかしてないからとっくにみんな罹患して抗体出来てるだろうから早く抗体検査してみてほしいな この時期多くのス 	0	0	0	0	0	0	0	0	0
 コロナウイルス 昨晩 妻の友人がコロナで亡くなりました 44歳持病なし 至って健康だったそうです 風邪っぽいなあと感じたのが1週間前 3日後に高熱が出て呼吸困難になり 意識を失って救急搬送され そのまま意識が戻らないまま4日後に亡くなったそうです ま 	0	0	0	0	0	0	0	0	0
 コロナが収束したら発熱外来に関わったメンバーで飲むそんな予定のコロナビール100本 	0	0	0	0	0	0	0	0	0
 コロナの元は風邪 だから薬なんて無いのよ 	0	0	0	0	0	0	0	0	0
 コロナの特効薬はなくとも それによる症状を緩和させる薬はあるでしょう 風邪の薬はなくとも 解熱剤 咳止めなどはあるというように そういう薬の効果は大きいと思います 田中氏の体験についてはそれが 	0	0	0	0	0	0	0	0	0
 コロナ対応現場の看護師さんから貴重な情報 症状の特徴＞コロナウイルスは７日 １0日にピークを向かえます ６ 咳や痰はあまり多くない印象７ 若くても息切れが出てくる８ 喘息や喫煙歴 糖尿病があると重篤化しやすい９ 肺炎像 	0	0	0	0	0	0	0	0	0
 コロナ脳が知らない衝撃の事実 老人は風邪をこじらせて死ぬ インフルからの肺炎患者は人工呼吸器使なしで看取られている 風邪には特効薬もワクチンもない COVID死者の年齢比率は全死因とほぼ同じ	0	0	0	0	0	0	0	0	0
 こんな時代だから本は読んでもらいたい 返却された本は全て消毒しますし 可能な限りの対策はします でもね 本の全てのページを消毒することは出来ません 読みながら咳やくしゃみ 指を舐めてページをめくるなど 私たちでは防げないこともあ 	0	0	0	0	0	0	0	0	0
 こんにちは 午後から急な雨とか言ってるね 頭痛の予感？ 予防できないしね 頭痛になりませんように 	0	0	0	0	0	0	0	0	0
 こんばん誠之館爆破 バーチャル部屋汚ューバーのホコリマイです 今日は部屋のどっかに仕舞い込んだ腕時計を探していきたいと思いましたが 当方ハウスダストアレルギーでして鼻水は滝のようにでるわ一歩ごとに足の裏に何かが付くわでやる気がなくなったので 	0	0	0	0	0	0	0	0	0
 ざ 残酷な天使のテーゼ 高橋洋子 ぜ 前前前世 せ 世界が終わるまでは は わ 私がオバさんになっても 森高千里 も 	0	0	0	0	0	0	0	0	0
 サイトカインストームとは 免疫システムが過剰反応する現象のことです ウイルスに感染すると 体内の免疫システムがウイルスという異物を撃退しようとしますが その際に免疫システムが正常な細胞に過剰な攻撃をすることで 微熱や頭痛などが生じます 	0	0	0	0	0	0	0	0	0
 さながら痰壺のようであった	0	0	0	0	0	0	0	0	0
 シアトル市議会で売買春目的徘徊罪と麻薬売買目的徘徊罪の廃止が可決されたぜい しかも全会一致 ２年前から働きかけてもちっとも動いてくれなかったのに パトカー５台焼いてシアトル警察の東分署の周囲を占拠したら 一気に情勢が変わったよ 徘徊罪については過去ツイー 	0	0	0	0	0	0	0	0	0
 しましょーよ(((けど頭痛い 	0	0	0	0	0	0	0	0	0
 しゃがれ は一歩間違えると 痰がゴロゴロしたまま歌ってて気持ち悪い声”になってしまう ぴたっと	0	0	0	0	0	0	0	0	0
 スッキリしたかな ？風邪ひかないようにお風呂で温まるんだよー	0	0	0	0	0	0	0	0	0
 すとぷりからお知らせ 石けんによる手洗いを忘れずに 咳エチケットを守ろう 3つの 密 を避けよう 新型コロナウイルス感染拡大防止のため みんなでできることを一緒に頑張りましょう 	0	0	0	0	0	0	0	0	0
 スペイン風邪でもマスクの日本人 	0	0	0	0	0	0	0	0	0
 すみません 素敵な歌声ばかりなのに涙 と鼻水が 4月2日収録だったんですね	0	0	0	0	0	0	0	0	0
 すみません 薬の効かない頭痛(Ｍ５± 関東 関東近郊)が始まって 心臓体感もあるので様子みます 	0	0	0	0	0	0	0	0	0
 せきやくしゃみ 頭痛や倦怠感など症状千葉県内24日20 80代男女4人新型コロナウイルス感染累計937人増浦安市80代男性茨城県の30代女性柏市在住20代女性船橋市内在住で団体職員の20代女性感染経路は分 	0	0	0	0	0	0	0	0	0
 せぶえい(急に略すじゃん)深夜番組コーナーのお悩みないとで石田ちゃんがマジで真剣に悩んでますって言いながら出したフリップが 泣くと涙より先に鼻水が出る でメンバーがそれぞれリアクションする中びゃくや様が淡々と「出てるなあ」って言ってたの地味に好き	0	0	0	0	0	0	0	0	0
 ぜんぶ夢みたい私ここにいるのに	0	0	0	0	0	0	0	0	0
 そういえば先週「風邪っぽいから念のためアビガンも欲しい ここの薬局にはないの？」と言う患者さん３人来ましたー重症になった人に 特に使える薬もないからアビガン使ったら効いた(自己回復の可能性もある)というだけだし 欲しいって言ってきた人陽性 	0	0	0	0	0	0	0	0	0
 そうか重症化した患者の周りだけ封じ込めればウイルスがさらに進化して普通の風邪ウイルスに 	0	0	0	0	0	0	0	0	0
 そうなんす 体力落ちるとコロナ以外の病気にかかるリスクはあるし 無理すれば悪化して死ぬのは単なる風邪でも同じ 少しずつ 行けるかなと手探りでも活動範囲広げるしかないですわ あいさん自身の心の健康にも悪いです 	0	0	0	0	0	0	0	0	0
 そうなんです偶々ニュースみてたら やってたので 喘息もありますし 心配で入れておいたんですとにかく異変を感じたら ですよ こちらこそ 何か小姑みたいにしつこくてすみません 	0	0	0	0	0	0	0	0	0
 そうみたいですね さすが風邪にも負けず ステージをやり終えるなんて三人共凄いアーティストです 私達は幸せ者です 	0	0	0	0	0	0	0	0	0
 そか お大事に 熱はもうないんやけど 微妙に頭痛かったりだるかったりが続いてて割とコロナあるかもしれん笑まぁ普通に仕事始まって慣れん事続きやったけん 疲れてるだけの風邪かもって感じ とりあえず大丈夫 	0	0	0	0	0	0	0	0	0
 ゾクゾクと寒気がする 汗をかいていない 葛根湯寒気がする 汗をかいている 桂枝湯若干寒気があるが のどが痛い 熱っぽい 天津感冒片や銀翹散喉に違和感 板藍茶 のど飴のどの乾燥感と痛み 養陰清肺湯水っぽい鼻水と痰と咳 小青竜湯 	0	0	0	0	0	0	0	0	0
 そのクイーンズランドに住む友人は たとえ咳や鼻水の症状がなくても熱が出たらコロナを疑って診察を受けろと言われていると言ってた 4日様子を見ろの話をしかけたら「3日も4日も待っていると急変して命を落とす 4日待てというのは死んでも知ったことじゃな 	0	0	0	0	0	0	0	0	0
 その親子が公園で遊ばなきゃ良いだけです そもそも 子供にマスク(咳エチケット)させてない人が外に出るな 	0	0	0	0	0	0	0	0	0
 それよりもこのG 買い物でも何でもいいんです 人の姿が必要なんです また来る 	0	0	0	0	0	0	0	0	0
 それを鼻に垂らされても鼻水にしか見えん	0	0	0	0	0	0	0	0	0
 それ風邪さんのしゃっくりキャス？ 	0	0	0	0	0	0	0	0	0
 そんなこんな私はまだ休業が延長でニートです 1100gで産まれた心臓病 喘息持ちの5歳児を持つシングルマザーです もちろん収入ゼロです はやく給付金くれー とも思うよ でもやけくそになってどこかに働きに出たりはしない 出来ない 私が移ったらう 	0	0	0	0	0	0	0	0	0
 そんなに疲れてるならさっさと片付けて寝なさい疲れててももう一踏ん張りできるのはそこそこ元気な人エンジンは掛かりにくいけど動き出すと思ったよりサクサクできるのは気滞 痰湿 ?血など気血の循行不良や病理産物の停滞がある人さっさと 	0	0	0	0	0	0	0	0	0
 タールが喉にかかる感じがないから俺はこっちの方がいいかな咳の回数も格段に減ったので 	0	0	0	0	0	0	0	0	0
 だから 口はマスクをしたままで手で押さえとくんだぞ これを無視すると怒られるぞ 船橋市	0	0	0	0	0	0	0	0	0
 ただ「走り出す」という動詞自体が瞬発的なニュアンスをはらんでいるので ニュアンス的に不自然な感じを抱くかもしれません 「頭痛が痛い」は明らかに間違っていますが「頭痛で苦痛だ」は別に 文法的には 間違ってませんよね でもニュアンスが重複してるの 	0	0	0	0	0	0	0	0	0
 ただただこわいぜぱーりーぴーぽー	0	0	0	0	0	0	0	0	0
 ただの風邪との認識は素晴らしいです 是非 病院手伝ってもらえませんか？みんなメンタルやられて来てるんですよ お掃除も断られちゃう所もあるので 免許なくてもお掃除も厄介な患者の対応や警備など出来ますよ 助かります 	0	0	0	0	0	0	0	0	0
 だって某雑誌のが頭痛いポーズしてたから トレス 	0	0	0	0	0	0	0	0	0
 ちなみにうちの病院は都心ど真ん中の総合病院でありながら未だにコロナの入院患者は0人です 100人ほど保健所に 	0	0	0	0	0	0	0	0	0
 ちょっ 痛いって(頭をスパーンと叩き)	0	0	0	0	0	0	0	0	0
 ちょっと熱っぽいだけで病院へ行くのはどうかと思いますよ でも それはワイドショーのせいなんですかね？羽鳥慎一モーニングショーが始まる前から 日本ではちょっとした風邪で病院へ行って薬貰うのは普通 	0	0	0	0	0	0	0	0	0
 ツイッター見てると 休業要請解除でビビってるのは意外と地方の人っぽい 心配しなくても2月3月の東京で何も起こらなかったから大丈夫だ コロナが出て以降も2ヶ月くらい平気だった それでもパニックにならなかった 実際は 抗体検査したら大勢感染してタダの風 	0	0	0	0	0	0	0	0	0
 で これをせずに「もー みんな俺がいないと動けないんだから」とか言ってると いざ風邪で倒れたり急用ができた時にプロジェクトがストップするんすよね いつでも自分が抜けられる体制作りはぜったい大事 	0	0	0	0	0	0	0	0	0
 てぃあまとさん からバトン バトン 自サイトでよくやったな(黒歴史頭痛) 梟森さん わかるかもさん やすこさん 	0	0	0	0	0	0	0	0	0
 できたー フロイド君 ジェイド君ピアスの原型完成 あぁぁぁぁぁ疲れた こんな時間掛けても1つ作るのがギリだよ しんど 当たり前体操だけどちゃんと 両面対象加工だぜ へい まぁマジカルペンもどき用のパーツは失敗したけどハーツラ 	0	0	0	0	0	0	0	0	0
 テルファスト アレグラ テルファスト60mgは 日本ではアレグラと呼ばれている抗アレルギー薬です 服用することで つらい鼻水やくしゃみを抑えることができます 多くの抗アレルギー薬にあるような眠気の副作用「業界最安値」続きは 	0	0	0	0	0	0	0	0	0
 どんなに 医学 や医療が進化しても どんなに再生医療が進化しても 今から１00年は「頭痛」に悩む人は無くならないだろうなぁ 	0	0	0	0	0	0	0	0	0
 なかのさんも喘息だったの?	0	0	0	0	0	0	0	0	0
 なにいろのぱんつか想像してるね 	0	0	0	0	0	0	0	0	0
 なまこしゃんやさしす たばこの煙とかで空気悪くても痰が出やすくてえづくので痰止め切らすとしんどいんですよね 最近は仕事以外外出控えてるので夜更かしし過ぎで薬使い過ぎましたね 	0	0	0	0	0	0	0	0	0
 なるほどなトランペットを吹くと頭が痛いだろうM 	0	0	0	0	0	0	0	0	0
 なんか元々慢性的に咳は出てたんですよねぇ それが最近酷くなったというか 元々小児喘息だったのにタバコ吸ってたから┐ ┌ﾔﾚﾔﾚ熱はなんだか上がったり下がったりしてるのもあってなおさら具合が悪いという 	0	0	0	0	0	0	0	0	0
 なんか本県ネタで盛り上がってるが 帰京した当該女性の虚偽より 最初から検診OKなら問題無かった訳で 発熱四日放置 味覚消失は他疾患でもある 風邪と変わらんという権威側の主張が悪いに決まってる 石投げる先は弱い方ばっかだな日本人 	0	0	0	0	0	0	0	0	0
 にじいろ 補色 淡紅ドマくんの私服に毎度悩みます にじいろと補色は温度差で風邪引くので どっち先に読んだ方が とかは無いです どの本でもドマくんの眉毛でペンが折れて(物理)ます 	0	0	0	0	0	0	0	0	0
 ねぇさん ありがと 私も承認しといたぜい ヾ 	0	0	0	0	0	0	0	0	0
 ネット通販大好きなので おすすめの商品を紹介してみました ブログを更新しました 喉のイガイガ 鼻のムズムズにはコレ 一度買って以来 めちゃくちゃハマってる商品 	0	0	0	0	0	0	0	0	0
 のテーマ曲ってなんなの もはや犯罪じゃね？ あれ流れると反射的に号泣スイッチどころか鼻水スイッチまで入るんだけど(最高に褒めている) jin仁	0	0	0	0	0	0	0	0	0
 バカは風邪をひかない 	0	0	0	0	0	0	0	0	0
 ばっさーおい あたまえやろ 気持ちよく歌おうぜ かるたメンツと遊ぶのまじ楽しいからすきだw	0	0	0	0	0	0	0	0	0
 はるやムーシーロー はぁ うめぇ 咳がやっと落ち着いて久々のテイクアウトでしみじみ感じる美味しいって幸せ 健康第一や(酒止めろ 	0	0	0	0	0	0	0	0	0
 びーるさんは風邪ひかない ですね ポテチとびーると奥様のおにぎり効果ですね 	0	0	0	0	0	0	0	0	0
 びぇっくしょん てする 今ならなんと鼻水付き 	0	0	0	0	0	0	0	0	0
 ひまわり ききたいのだがカーニバル予想 これでキズグスリきたら鼻水垂らす ひまわり だったらうれしいな 	0	0	0	0	0	0	0	0	0
 フォロワーの皆様 今日も沢山いいねや 実は僕のオフィスのワークスペースが冷房直撃ゾーンにつき明日からダウンジャケットで出勤しようかと 今日は思わず電気ストーブを点けました( ｲﾏ6月最近 暑い 	0	0	0	0	0	0	0	0	0
